ResumeIndex,ResumeDomain,MatchedJobDomain,Similarity
2263,Creative & Design,Finance & Accounting,0.7219193
2264,Education,Creative & Design,0.56562173
2265,Education,Creative & Design,0.600621
2266,Education,Creative & Design,0.57100236
2267,Education,Creative & Design,0.50535977
2268,Creative & Design,Finance & Accounting,0.59349275
2269,Hospitality & Food,Finance & Accounting,0.6146438
2270,Education,Creative & Design,0.5908911
2271,Education,Creative & Design,0.5811296
2272,Education,Creative & Design,0.5631453
2273,Education,Creative & Design,0.62448055
2274,Other Services,Finance & Accounting,0.6236122
2275,Education,Creative & Design,0.56506157
2276,Education,Creative & Design,0.5980066
2277,Education,Creative & Design,0.57047075
2278,Education,Creative & Design,0.5868789
2279,Education,Creative & Design,0.5379511
2280,Education,Creative & Design,0.6112952
2281,Education,Creative & Design,0.6041196
2282,Education,Creative & Design,0.46748224
2283,Education,Creative & Design,0.5480157
2284,Healthcare,Finance & Accounting,0.6386442
2285,Education,Finance & Accounting,0.60847676
2286,Education,Finance & Accounting,0.6079534
2287,Creative & Design,Finance & Accounting,0.74322176
2288,Education,Creative & Design,0.53414977
2289,Healthcare,Finance & Accounting,0.5341764
2290,HR & Operations,Finance & Accounting,0.7283566
2291,Education,Creative & Design,0.60691345
2292,Creative & Design,Finance & Accounting,0.64202166
2293,Tech & IT,Tech & IT,0.6279359
2294,Tech & IT,Finance & Accounting,0.77992487
2295,Education,Finance & Accounting,0.524317
2296,Finance & Accounting,Finance & Accounting,0.5682168
2297,HR & Operations,Finance & Accounting,0.6820737
2298,Other Services,Finance & Accounting,0.7806835
2299,Education,Finance & Accounting,0.6137762
2300,Education,Creative & Design,0.50541145
2301,Healthcare,Finance & Accounting,0.6809243
2302,Other Services,Finance & Accounting,0.7185524
2303,Healthcare,Finance & Accounting,0.56690687
2304,Finance & Accounting,Finance & Accounting,0.793723
2305,Creative & Design,Creative & Design,0.7038079
2306,Education,Creative & Design,0.6214515
2307,Education,Creative & Design,0.4858461
2308,Creative & Design,Finance & Accounting,0.74817914
2309,Education,Finance & Accounting,0.5420277
2310,Healthcare,Creative & Design,0.5370207
2311,Education,Finance & Accounting,0.5250223
2312,Other Services,Finance & Accounting,0.6156119
2313,Creative & Design,Creative & Design,0.770876
2314,Tech & IT,Tech & IT,0.6441238
2315,Finance & Accounting,Finance & Accounting,0.7111327
2316,Tech & IT,Finance & Accounting,0.66104054
2317,Finance & Accounting,Finance & Accounting,0.71878916
2318,Education,Finance & Accounting,0.5095848
2319,Creative & Design,Finance & Accounting,0.59712523
2320,Manufacturing & Construction,Finance & Accounting,0.7066051
2321,Finance & Accounting,Finance & Accounting,0.7742079
2322,Other Services,Finance & Accounting,0.6882136
2323,Healthcare,Finance & Accounting,0.5066157
2324,Other Services,Finance & Accounting,0.6819222
2325,Finance & Accounting,Finance & Accounting,0.812866
2326,Education,Creative & Design,0.6153089
2327,Education,Creative & Design,0.5419237
2328,Tech & IT,Tech & IT,0.6370692
2329,Creative & Design,Finance & Accounting,0.6906874
2330,HR & Operations,Finance & Accounting,0.73551977
2331,Education,Finance & Accounting,0.6035434
2332,Finance & Accounting,Finance & Accounting,0.81547135
2333,HR & Operations,Finance & Accounting,0.74297047
2334,Finance & Accounting,Finance & Accounting,0.75030726
2335,Hospitality & Food,Finance & Accounting,0.6254313
2336,Education,Finance & Accounting,0.4533019
2337,HR & Operations,Finance & Accounting,0.6325704
2338,Manufacturing & Construction,Finance & Accounting,0.65640366
2339,Education,Creative & Design,0.5083739
2340,HR & Operations,Finance & Accounting,0.4792154
2341,Creative & Design,Finance & Accounting,0.5946804
2342,Other Services,Finance & Accounting,0.71104467
2343,Healthcare,Finance & Accounting,0.3770968
2344,Education,Finance & Accounting,0.69673735
2345,Other Services,Finance & Accounting,0.66918635
2346,Manufacturing & Construction,Finance & Accounting,0.74213785
2347,Hospitality & Food,Finance & Accounting,0.64382315
2348,Other Services,Finance & Accounting,0.71684957
2349,Education,Creative & Design,0.38750726
2350,Finance & Accounting,Finance & Accounting,0.7504262
2351,Education,Finance & Accounting,0.72701573
2352,Finance & Accounting,Finance & Accounting,0.6989716
2353,Healthcare,Finance & Accounting,0.59051096
2354,Other Services,Finance & Accounting,0.5996819
2355,Healthcare,Finance & Accounting,0.69023025
2356,Healthcare,Finance & Accounting,0.6074225
2357,Finance & Accounting,Finance & Accounting,0.7768317
2358,Hospitality & Food,Finance & Accounting,0.5947098
2359,Education,Finance & Accounting,0.62645465
2360,Creative & Design,Creative & Design,0.61512697
2361,Other Services,Finance & Accounting,0.6962898
2362,HR & Operations,Finance & Accounting,0.527008
2363,Finance & Accounting,Finance & Accounting,0.7622833
2364,Other Services,Finance & Accounting,0.7107601
2365,Creative & Design,Finance & Accounting,0.74976933
2366,Healthcare,Finance & Accounting,0.42461693
2367,Manufacturing & Construction,Finance & Accounting,0.6905296
2368,HR & Operations,Finance & Accounting,0.5978838
2369,HR & Operations,Finance & Accounting,0.69066644
2370,HR & Operations,Finance & Accounting,0.6591518
2371,HR & Operations,Finance & Accounting,0.7530168
2372,HR & Operations,Tech & IT,0.6194252
2373,HR & Operations,Finance & Accounting,0.7235298
2374,HR & Operations,Finance & Accounting,0.6582712
2375,HR & Operations,Finance & Accounting,0.51673055
2376,HR & Operations,Finance & Accounting,0.70704
2377,HR & Operations,Finance & Accounting,0.643451
2378,HR & Operations,Finance & Accounting,0.65823734
2379,HR & Operations,Finance & Accounting,0.54412663
2380,HR & Operations,Finance & Accounting,0.58933896
2381,HR & Operations,Finance & Accounting,0.57977736
2382,HR & Operations,Finance & Accounting,0.54364026
2383,HR & Operations,Tech & IT,0.54556817
2384,HR & Operations,Finance & Accounting,0.64709175
2385,HR & Operations,Finance & Accounting,0.6892154
2386,HR & Operations,Finance & Accounting,0.68457425
2387,HR & Operations,Finance & Accounting,0.5908072
2388,HR & Operations,Finance & Accounting,0.6472473
2389,HR & Operations,Finance & Accounting,0.49639732
2390,HR & Operations,Finance & Accounting,0.6799804
2391,HR & Operations,Finance & Accounting,0.59797895
2392,HR & Operations,Finance & Accounting,0.73766655
2393,HR & Operations,Finance & Accounting,0.7009332
2394,Other Services,Finance & Accounting,0.66589075
2395,Tech & IT,Tech & IT,0.7929397
2396,Manufacturing & Construction,Finance & Accounting,0.51680654
2397,HR & Operations,Finance & Accounting,0.58616585
2398,Manufacturing & Construction,Finance & Accounting,0.62605584
2399,Tech & IT,Tech & IT,0.6475585
2400,HR & Operations,Finance & Accounting,0.689543
2401,HR & Operations,Finance & Accounting,0.61339104
2402,HR & Operations,Finance & Accounting,0.7350279
2403,Manufacturing & Construction,Finance & Accounting,0.6123682
2404,HR & Operations,Finance & Accounting,0.66237
2405,HR & Operations,Finance & Accounting,0.61304533
2406,HR & Operations,Finance & Accounting,0.6842042
2407,HR & Operations,Finance & Accounting,0.53339994
2408,HR & Operations,Finance & Accounting,0.5754527
2409,HR & Operations,Finance & Accounting,0.7018605
2410,HR & Operations,Finance & Accounting,0.69302714
2411,HR & Operations,Finance & Accounting,0.6426048
2412,Manufacturing & Construction,Finance & Accounting,0.69170284
2413,HR & Operations,Finance & Accounting,0.75595176
2414,HR & Operations,Tech & IT,0.52272725
2415,Finance & Accounting,Finance & Accounting,0.73276246
2416,HR & Operations,Finance & Accounting,0.6368722
2417,Manufacturing & Construction,Finance & Accounting,0.5769191
2418,HR & Operations,Finance & Accounting,0.7538621
2419,Healthcare,Finance & Accounting,0.61044943
2420,HR & Operations,Finance & Accounting,0.64326525
2421,HR & Operations,Finance & Accounting,0.59556085
2422,Manufacturing & Construction,Finance & Accounting,0.7783974
2423,HR & Operations,Finance & Accounting,0.7813761
2424,HR & Operations,Finance & Accounting,0.5836182
2425,Manufacturing & Construction,Finance & Accounting,0.70457995
2426,Tech & IT,Finance & Accounting,0.7631966
2427,HR & Operations,Finance & Accounting,0.6938256
2428,HR & Operations,Finance & Accounting,0.6584834
2429,Finance & Accounting,Finance & Accounting,0.69008523
2430,HR & Operations,Finance & Accounting,0.69469225
2431,Manufacturing & Construction,Finance & Accounting,0.6985456
2432,HR & Operations,Finance & Accounting,0.6341382
2433,Manufacturing & Construction,Finance & Accounting,0.646199
2434,HR & Operations,Finance & Accounting,0.7110678
2435,HR & Operations,Finance & Accounting,0.46865338
2436,Manufacturing & Construction,Finance & Accounting,0.70121884
2437,Healthcare,Finance & Accounting,0.6343753
2438,Manufacturing & Construction,Tech & IT,0.6912109
2439,Manufacturing & Construction,Finance & Accounting,0.70698154
2440,Other Services,Finance & Accounting,0.7572757
2441,HR & Operations,Finance & Accounting,0.64982885
2442,Manufacturing & Construction,Finance & Accounting,0.72360164
2443,Tech & IT,Tech & IT,0.71048576
2444,Other Services,Finance & Accounting,0.7198206
2445,HR & Operations,Finance & Accounting,0.6576663
2446,HR & Operations,Finance & Accounting,0.55847824
2447,HR & Operations,Finance & Accounting,0.7449584
2448,Manufacturing & Construction,Finance & Accounting,0.58089304
2449,Other Services,Finance & Accounting,0.67800415
2450,HR & Operations,Finance & Accounting,0.6674483
2451,HR & Operations,Finance & Accounting,0.5111878
2452,HR & Operations,Finance & Accounting,0.65802765
2453,Manufacturing & Construction,Finance & Accounting,0.6708082
2454,HR & Operations,Finance & Accounting,0.5874888
2455,HR & Operations,Finance & Accounting,0.786644
2456,HR & Operations,Finance & Accounting,0.510151
2457,Tech & IT,Tech & IT,0.7357306
2458,HR & Operations,Finance & Accounting,0.6869982
2459,Finance & Accounting,Finance & Accounting,0.8208197
2460,HR & Operations,Finance & Accounting,0.58511794
2461,Healthcare,Finance & Accounting,0.7495922
2462,Other Services,Finance & Accounting,0.58826816
2463,HR & Operations,Finance & Accounting,0.5696643
2464,HR & Operations,Finance & Accounting,0.70816946
2465,HR & Operations,Finance & Accounting,0.70620406
2466,HR & Operations,Finance & Accounting,0.68348515
2467,Manufacturing & Construction,Finance & Accounting,0.64530075
2468,HR & Operations,Finance & Accounting,0.7059896
2469,HR & Operations,Finance & Accounting,0.6725602
2470,Manufacturing & Construction,Finance & Accounting,0.6256778
2471,HR & Operations,Finance & Accounting,0.5987729
2472,HR & Operations,Finance & Accounting,0.6963719
2473,Finance & Accounting,Finance & Accounting,0.776893
2474,Manufacturing & Construction,Finance & Accounting,0.757751
2475,Finance & Accounting,Finance & Accounting,0.80282676
2476,Manufacturing & Construction,Finance & Accounting,0.68255913
2477,HR & Operations,Finance & Accounting,0.62588966
2478,Tech & IT,Tech & IT,0.7341332
2479,HR & Operations,Finance & Accounting,0.5601652
2480,Finance & Accounting,Finance & Accounting,0.73981595
2481,HR & Operations,Finance & Accounting,0.646407
2482,Healthcare,Finance & Accounting,0.58227915
2483,Other Services,Finance & Accounting,0.7198206
